timestamp,username,src_ip,dst_ip,protocol,bytes_out,bytes_in,duration_sec,dst_port
2026-03-10 10:20:42,adavis,10.0.5.140,59.148.40.219,UDP,4971,2904,562,22
2026-03-29 10:26:07,swang,10.0.3.57,109.174.142.40,TCP,43533,8396,232,443
2026-01-30 16:55:29,adavis,10.0.5.190,84.28.117.211,UDP,8081,15999,554,443
2026-03-11 15:08:30,tjohnson,10.0.0.8,98.138.112.176,TCP,11679,791,103,443
2026-03-20 17:46:55,swang,10.0.5.140,50.35.23.170,TCP,30958,9431,41,80
2026-03-22 15:45:15,cnguyen,10.0.1.36,50.35.23.170,TCP,21363,4575,410,53
2026-01-13 13:48:50,adavis,10.0.0.195,98.138.112.176,TCP,47003,10163,469,22
2026-01-07 10:32:24,hgarcia,10.0.3.151,142.150.185.148,UDP,34506,15413,184,443
2026-02-07 12:28:03,adavis,10.0.1.179,109.174.142.40,TCP,25232,6810,256,443
2026-02-15 11:29:23,rbrown,10.0.1.130,89.135.22.187,TCP,17235,19979,24,443
2026-02-06 10:23:07,pmartinez,10.0.1.130,84.28.117.211,TCP,35831,4062,298,443
2026-03-10 11:43:38,rbrown,10.0.5.167,175.36.87.137,UDP,12499,14583,363,53
2026-01-04 11:44:28,mwilson,10.0.5.140,56.172.52.24,TCP,33196,1306,277,443
2026-03-23 16:42:53,tjohnson,10.0.0.190,91.107.136.180,TCP,16616,4685,386,53
2026-01-06 16:49:20,cnguyen,10.0.0.8,91.107.136.180,TCP,27450,13024,453,443
2026-01-12 09:34:10,adavis,10.0.0.56,98.49.183.217,TCP,17248,3136,158,443
2026-03-28 08:23:49,mwilson,10.0.5.167,117.186.83.95,HTTPS,5216,11364,190,22
2026-02-03 10:25:22,jsmith,10.0.5.29,56.172.52.24,UDP,32746,6673,87,8080
2026-02-28 13:34:30,cnguyen,10.0.0.56,56.172.52.24,TCP,7864,9613,430,443
2026-01-31 14:49:10,rbrown,10.0.5.167,109.174.142.40,UDP,2930,5146,589,80
2026-01-03 10:14:06,jsmith,10.0.1.36,59.148.40.219,UDP,21711,7786,243,80
2026-01-18 11:45:02,rbrown,10.0.2.208,89.135.22.187,UDP,46161,1764,536,22
2026-03-07 11:16:30,tjohnson,10.0.5.27,59.148.40.219,TCP,48574,16476,290,443
2026-01-20 10:05:11,mwilson,10.0.0.195,60.51.194.72,TCP,15986,16827,81,443
2026-01-29 14:25:56,swang,10.0.2.208,98.138.112.176,TCP,47787,10479,353,80
2026-01-04 15:59:22,tjohnson,10.0.4.109,187.125.83.119,UDP,28193,13278,101,443
2026-03-06 14:12:30,tjohnson,10.0.1.36,175.36.87.137,HTTPS,40549,6137,194,53
2026-03-27 12:59:08,mwilson,10.0.0.8,98.138.112.176,TCP,42601,8359,216,8080
2026-01-04 14:15:13,cnguyen,10.0.1.179,117.186.83.95,TCP,10487,18776,510,80
2026-03-14 09:08:55,pmartinez,10.0.0.190,98.138.112.176,UDP,2068,5670,75,443
2026-01-21 10:48:42,tjohnson,10.0.2.63,56.172.52.24,UDP,47408,1157,165,443
2026-03-06 08:17:05,klee,10.0.5.27,91.107.136.180,TCP,42337,19184,106,80
