timestamp,username,source_ip,hostname,event_type,auth_method,port
2026-03-22 10:22:19,adavis,10.0.1.130,WORKSTATION-015,SUCCESS,password,346
2026-01-16 15:14:54,tjohnson,10.0.1.36,WORKSTATION-012,SUCCESS,password,268
2026-01-18 10:27:32,hgarcia,10.0.0.190,MAILSERVER-01,SUCCESS,password,158
2026-01-06 09:59:30,swang,10.0.0.190,WORKSTATION-010,SUCCESS,password,149
2026-03-07 11:55:43,tjohnson,10.0.5.167,MAILSERVER-01,SUCCESS,password,355
2026-01-30 13:57:59,jsmith,10.0.0.190,WORKSTATION-012,SUCCESS,password,207
2026-02-19 12:40:45,cnguyen,10.0.3.151,DC-01,SUCCESS,password,439
2026-03-14 15:13:12,klee,10.0.2.208,WORKSTATION-009,FAILED,password,436
2026-03-23 08:39:09,tjohnson,10.0.4.109,WORKSTATION-005,SUCCESS,password,138
2026-01-16 13:54:33,mwilson,10.0.5.140,WORKSTATION-004,SUCCESS,password,378
2026-02-14 02:34:45,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-10 11:55:57,hgarcia,10.0.5.190,MAILSERVER-01,SUCCESS,password,375
2026-01-25 15:46:41,rbrown,10.0.3.57,WORKSTATION-015,SUCCESS,password,260
2026-01-17 09:36:01,pmartinez,10.0.4.109,WORKSTATION-010,SUCCESS,password,195
2026-03-09 10:35:10,swang,10.0.3.57,WORKSTATION-010,SUCCESS,password,241
2026-02-05 13:12:29,mwilson,10.0.1.36,WORKSTATION-009,SUCCESS,password,330
2026-01-12 14:50:15,hgarcia,10.0.5.29,WORKSTATION-002,SUCCESS,password,433
2026-01-16 13:19:46,rbrown,10.0.1.130,DC-01,FAILED,password,385
2026-02-23 06:32:21,admin,56.172.52.24,WORKSTATION-018,SUCCESS,password,3389
2026-02-17 13:40:11,adavis,10.0.1.130,SERVER-02,SUCCESS,password,311
2026-03-21 14:43:31,adavis,10.0.5.27,SERVER-02,SUCCESS,password,209
2026-03-13 09:53:19,jsmith,10.0.2.63,WORKSTATION-007,FAILED,password,129
2026-03-31 16:49:58,pmartinez,10.0.5.190,SERVER-04,SUCCESS,password,145
2026-02-27 15:16:41,jsmith,10.0.0.195,WORKSTATION-019,SUCCESS,password,106
2026-03-06 09:46:57,rbrown,10.0.0.56,WORKSTATION-017,SUCCESS,password,289
2026-02-14 17:36:06,jsmith,10.0.2.63,WORKSTATION-018,SUCCESS,password,215
2026-02-14 02:33:40,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-20 10:53:38,cnguyen,10.0.0.8,WORKSTATION-011,FAILED,password,114
2026-02-10 15:24:07,adavis,10.0.2.208,WORKSTATION-009,SUCCESS,password,158
2026-01-01 17:22:15,cnguyen,10.0.0.195,WORKSTATION-014,SUCCESS,password,422
2026-03-07 11:28:39,rbrown,10.0.0.56,DC-01,SUCCESS,password,309
2026-01-07 11:59:16,pmartinez,10.0.0.195,SERVER-03,SUCCESS,password,181
2026-03-30 11:17:25,hgarcia,10.0.1.130,WORKSTATION-010,SUCCESS,password,148
2026-03-18 14:22:37,pmartinez,10.0.0.195,WORKSTATION-004,SUCCESS,password,210
2026-03-16 10:43:57,swang,10.0.1.130,SERVER-02,SUCCESS,password,261
2026-02-25 14:43:57,tjohnson,10.0.2.208,WORKSTATION-011,SUCCESS,password,151
2026-03-02 15:48:03,pmartinez,10.0.4.23,WORKSTATION-009,SUCCESS,password,227
2026-02-04 13:27:47,klee,10.0.1.36,WORKSTATION-004,FAILED,password,103
2026-03-12 14:22:27,hgarcia,10.0.1.130,FILESERVER-01,SUCCESS,password,221
2026-03-02 08:31:56,cnguyen,10.0.2.208,WORKSTATION-010,SUCCESS,password,234
2026-01-02 17:04:00,adavis,10.0.0.8,WORKSTATION-007,SUCCESS,password,110
2026-02-21 10:24:15,swang,10.0.0.8,WORKSTATION-007,SUCCESS,password,120
2026-03-28 17:15:37,adavis,10.0.1.179,WORKSTATION-002,SUCCESS,password,294
2026-02-07 11:54:49,hgarcia,10.0.5.167,WORKSTATION-002,SUCCESS,password,322
2026-03-26 09:49:51,pmartinez,10.0.4.109,WORKSTATION-007,SUCCESS,password,381
2026-03-04 16:51:17,klee,10.0.5.167,WORKSTATION-007,FAILED,password,173
2026-01-09 16:34:39,cnguyen,10.0.5.27,WORKSTATION-009,SUCCESS,password,120
2026-01-07 16:41:21,rbrown,10.0.5.29,WORKSTATION-014,SUCCESS,password,134
2026-01-07 16:15:17,rbrown,10.0.3.57,WORKSTATION-007,SUCCESS,password,372
2026-03-26 11:08:19,adavis,10.0.5.140,DC-01,SUCCESS,password,217
2026-02-10 14:21:34,adavis,10.0.5.140,WORKSTATION-014,SUCCESS,password,295
2026-02-09 16:59:57,mwilson,10.0.0.56,SERVER-04,SUCCESS,password,231
2026-03-03 11:43:44,cnguyen,10.0.4.109,FILESERVER-01,SUCCESS,password,260
2026-01-02 14:55:30,swang,10.0.0.190,SERVER-02,SUCCESS,password,271
2026-02-14 13:09:17,tjohnson,10.0.4.23,SERVER-05,SUCCESS,password,96
2026-01-28 14:16:53,cnguyen,10.0.2.63,WORKSTATION-016,SUCCESS,password,356
2026-03-08 17:41:40,pmartinez,10.0.1.179,WORKSTATION-011,FAILED,password,401
2026-01-28 09:36:43,klee,10.0.2.208,WORKSTATION-013,FAILED,password,282
2026-02-19 15:50:57,tjohnson,10.0.5.190,SERVER-03,SUCCESS,password,343
2026-01-12 14:13:29,tjohnson,10.0.4.23,SERVER-04,SUCCESS,password,292
2026-03-05 14:23:37,cnguyen,10.0.2.63,WORKSTATION-017,SUCCESS,password,194
2026-01-23 14:05:46,adavis,10.0.1.36,WORKSTATION-004,SUCCESS,password,233
2026-03-24 10:04:38,adavis,10.0.2.63,SERVER-03,FAILED,password,286
2026-03-17 13:32:37,pmartinez,10.0.1.36,WORKSTATION-015,SUCCESS,password,394
2026-03-31 09:43:42,adavis,10.0.3.57,SERVER-01,SUCCESS,password,357
2026-02-03 11:43:34,tjohnson,10.0.3.57,SERVER-03,SUCCESS,password,233
2026-02-14 02:35:10,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-14 09:39:47,klee,10.0.0.195,WORKSTATION-008,SUCCESS,password,422
2026-01-21 15:21:23,swang,10.0.0.190,MAILSERVER-01,SUCCESS,password,312
2026-02-02 15:45:59,jsmith,10.0.5.27,WORKSTATION-002,SUCCESS,password,245
2026-03-20 10:53:49,rbrown,10.0.5.140,SERVER-04,SUCCESS,password,173
2026-01-05 13:39:27,pmartinez,10.0.0.8,SERVER-02,FAILED,password,109
2026-02-06 10:03:42,jsmith,10.0.0.190,WORKSTATION-007,SUCCESS,password,162
2026-03-21 10:34:18,hgarcia,10.0.1.130,WORKSTATION-004,SUCCESS,password,418
2026-01-12 17:12:37,rbrown,10.0.2.208,WORKSTATION-006,SUCCESS,password,361
2026-02-03 09:56:15,mwilson,10.0.4.7,WORKSTATION-010,SUCCESS,password,358
2026-01-24 13:31:38,jsmith,10.0.5.140,WORKSTATION-006,FAILED,password,322
2026-03-23 09:19:50,pmartinez,10.0.4.51,WORKSTATION-016,SUCCESS,password,418
2026-02-14 02:31:40,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-08 15:50:16,mwilson,10.0.1.130,SERVER-01,SUCCESS,password,412
2026-01-03 13:41:06,adavis,10.0.5.190,SERVER-05,SUCCESS,password,169
2026-01-17 14:31:30,tjohnson,10.0.4.23,WORKSTATION-013,FAILED,password,164
2026-02-26 17:49:43,rbrown,10.0.1.130,WORKSTATION-008,SUCCESS,password,153
2026-02-14 02:36:35,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-18 11:31:47,klee,10.0.4.23,WORKSTATION-008,SUCCESS,password,215
2026-02-14 02:33:20,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-05 11:00:30,adavis,194.165.16.72,DC-01,FAILED,password,389
2026-02-14 02:32:40,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-14 02:34:55,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-14 08:05:47,adavis,10.0.3.151,WORKSTATION-007,SUCCESS,password,312
2026-02-08 12:46:44,jsmith,10.0.4.109,WORKSTATION-014,SUCCESS,password,440
2026-02-14 02:32:55,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-20 13:04:33,adavis,10.0.2.208,WORKSTATION-017,SUCCESS,password,339
2026-02-08 10:48:23,rbrown,10.0.3.151,WORKSTATION-018,SUCCESS,password,203
2026-02-02 09:52:48,hgarcia,10.0.4.109,SERVER-03,SUCCESS,password,181
2026-03-27 14:31:56,mwilson,10.0.4.51,WORKSTATION-012,SUCCESS,password,131
2026-03-24 16:46:55,adavis,10.0.4.23,WORKSTATION-014,SUCCESS,password,196
2026-03-24 15:23:39,jsmith,10.0.1.130,WORKSTATION-016,FAILED,password,374
2026-03-18 17:41:48,pmartinez,10.0.4.109,WORKSTATION-006,SUCCESS,password,97
2026-03-08 15:57:37,pmartinez,10.0.5.29,WORKSTATION-016,SUCCESS,password,114
2026-01-31 09:15:19,mwilson,10.0.1.36,WORKSTATION-006,SUCCESS,password,152
2026-03-15 09:11:49,mwilson,10.0.3.57,WORKSTATION-015,SUCCESS,password,376
2026-03-05 11:02:00,klee,194.165.16.72,DC-01,FAILED,password,389
2026-03-01 16:00:42,klee,10.0.2.208,WORKSTATION-010,FAILED,password,133
2026-01-19 13:01:09,pmartinez,10.0.0.190,WORKSTATION-018,SUCCESS,password,132
2026-01-10 10:30:57,hgarcia,10.0.1.179,SERVER-01,SUCCESS,password,352
2026-01-16 13:35:27,swang,10.0.5.140,WORKSTATION-008,SUCCESS,password,402
2026-02-06 10:47:24,mwilson,10.0.1.130,WORKSTATION-012,SUCCESS,password,82
2026-03-29 16:09:53,pmartinez,10.0.5.167,WORKSTATION-003,FAILED,password,193
2026-03-04 13:38:24,swang,10.0.1.179,WORKSTATION-013,SUCCESS,password,258
2026-03-02 14:24:28,klee,10.0.2.63,SERVER-02,SUCCESS,password,127
2026-02-07 13:30:34,jsmith,10.0.3.57,WORKSTATION-012,FAILED,password,337
2026-01-21 13:09:05,jsmith,10.0.4.109,WORKSTATION-012,SUCCESS,password,105
2026-02-13 12:52:16,mwilson,10.0.2.208,WORKSTATION-012,SUCCESS,password,406
2026-03-26 16:02:39,pmartinez,10.0.2.63,WORKSTATION-008,SUCCESS,password,227
2026-01-12 16:14:41,cnguyen,10.0.5.27,WORKSTATION-009,SUCCESS,password,116
2026-02-14 02:36:25,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-14 02:30:05,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-27 17:50:20,adavis,10.0.4.51,WORKSTATION-001,SUCCESS,password,278
2026-02-28 11:01:33,tjohnson,10.0.3.57,WORKSTATION-001,SUCCESS,password,394
2026-01-16 15:41:16,rbrown,10.0.5.190,WORKSTATION-001,SUCCESS,password,231
2026-02-17 11:22:51,mwilson,10.0.0.8,WORKSTATION-011,SUCCESS,password,385
2026-03-19 13:35:23,rbrown,10.0.5.27,WORKSTATION-007,SUCCESS,password,285
2026-02-16 08:23:21,klee,10.0.1.36,WORKSTATION-014,SUCCESS,password,432
2026-03-20 22:24:05,svc_backup,98.49.183.217,WORKSTATION-012,SUCCESS,password,3389
2026-03-09 15:24:36,klee,10.0.3.57,DC-01,SUCCESS,password,253
2026-02-28 09:18:48,klee,10.0.5.140,WORKSTATION-013,SUCCESS,password,418
2026-03-12 17:33:27,swang,10.0.1.36,DC-01,SUCCESS,password,234
2026-03-05 11:04:30,hgarcia,194.165.16.72,DC-01,FAILED,password,389
2026-02-12 14:15:10,swang,10.0.4.51,MAILSERVER-01,SUCCESS,password,214
2026-03-02 09:31:29,hgarcia,10.0.3.151,WORKSTATION-012,SUCCESS,password,370
2026-03-28 11:32:07,pmartinez,10.0.4.51,WORKSTATION-017,SUCCESS,password,107
2026-02-22 08:40:32,hgarcia,10.0.0.195,WORKSTATION-008,SUCCESS,password,229
2026-02-21 08:41:46,adavis,10.0.1.179,WORKSTATION-003,SUCCESS,password,379
2026-02-09 13:43:08,hgarcia,10.0.5.29,SERVER-02,SUCCESS,password,231
2026-03-24 15:05:42,adavis,10.0.4.23,SERVER-02,SUCCESS,password,90
2026-03-30 12:41:26,pmartinez,10.0.1.36,WORKSTATION-005,SUCCESS,password,99
2026-01-02 21:08:56,jsmith,109.174.142.40,WORKSTATION-010,SUCCESS,password,3389
2026-03-05 11:07:00,guest,194.165.16.72,DC-01,FAILED,password,389
2026-03-09 08:19:26,tjohnson,10.0.1.36,SERVER-03,SUCCESS,password,398
2026-02-14 02:35:05,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-25 17:03:39,klee,10.0.1.36,DC-01,SUCCESS,password,188
2026-01-23 16:47:46,hgarcia,10.0.0.190,WORKSTATION-006,SUCCESS,password,170
2026-01-22 13:15:26,cnguyen,10.0.1.130,WORKSTATION-009,SUCCESS,password,372
2026-01-08 13:33:14,rbrown,10.0.5.190,WORKSTATION-017,SUCCESS,password,338
2026-03-21 16:27:53,hgarcia,10.0.2.208,WORKSTATION-015,FAILED,password,323
2026-02-14 02:35:15,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-27 15:29:28,rbrown,10.0.4.7,DC-01,SUCCESS,password,362
2026-03-20 12:45:45,hgarcia,10.0.0.8,WORKSTATION-014,FAILED,password,258
2026-01-08 17:40:43,pmartinez,10.0.0.190,WORKSTATION-005,SUCCESS,password,368
2026-02-27 09:06:49,swang,10.0.4.109,SERVER-03,SUCCESS,password,165
2026-02-10 17:47:46,swang,10.0.5.27,WORKSTATION-014,SUCCESS,password,330
2026-02-06 10:43:59,klee,10.0.3.57,WORKSTATION-003,SUCCESS,password,123
2026-03-16 08:21:51,adavis,10.0.5.167,WORKSTATION-009,SUCCESS,password,214
2026-02-23 15:03:22,cnguyen,10.0.4.51,FILESERVER-01,SUCCESS,password,436
2026-01-03 10:37:45,jsmith,10.0.5.27,DC-01,SUCCESS,password,349
2026-03-01 09:04:19,mwilson,10.0.4.51,SERVER-04,SUCCESS,password,349
2026-01-17 12:38:47,jsmith,10.0.0.195,WORKSTATION-010,SUCCESS,password,319
2026-02-04 14:18:10,tjohnson,10.0.0.190,WORKSTATION-018,SUCCESS,password,186
2026-03-05 10:23:25,pmartinez,10.0.4.109,DC-01,SUCCESS,password,228
2026-03-15 09:05:30,swang,10.0.5.27,SERVER-01,SUCCESS,password,80
2026-02-14 02:35:50,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-10 13:13:12,jsmith,10.0.5.167,SERVER-04,SUCCESS,password,356
2026-03-18 12:10:23,swang,10.0.5.27,SERVER-05,SUCCESS,password,217
2026-02-14 02:34:05,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-12 09:42:34,rbrown,10.0.4.51,WORKSTATION-007,SUCCESS,password,334
2026-01-26 11:53:40,pmartinez,10.0.0.8,DC-01,SUCCESS,password,328
2026-03-16 12:36:14,adavis,10.0.5.167,WORKSTATION-018,FAILED,password,398
2026-01-03 13:35:36,pmartinez,10.0.4.7,WORKSTATION-015,SUCCESS,password,362
2026-02-14 02:31:10,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-10 10:26:53,hgarcia,10.0.1.36,WORKSTATION-017,SUCCESS,password,140
2026-02-10 12:30:50,klee,10.0.2.63,WORKSTATION-012,SUCCESS,password,206
2026-02-24 16:21:42,hgarcia,10.0.1.36,WORKSTATION-014,SUCCESS,password,420
2026-01-21 13:13:26,klee,10.0.3.151,WORKSTATION-005,SUCCESS,password,193
2026-01-04 13:52:28,swang,10.0.1.36,SERVER-01,FAILED,password,367
2026-01-23 13:35:24,pmartinez,10.0.5.167,WORKSTATION-006,SUCCESS,password,418
2026-03-01 17:19:25,mwilson,10.0.2.208,MAILSERVER-01,SUCCESS,password,226
2026-02-24 17:38:30,rbrown,10.0.4.7,SERVER-04,SUCCESS,password,129
2026-01-07 10:00:13,tjohnson,10.0.3.151,WORKSTATION-015,SUCCESS,password,396
2026-03-29 17:44:01,cnguyen,10.0.0.195,WORKSTATION-013,SUCCESS,password,260
2026-03-24 12:13:33,jsmith,10.0.1.179,WORKSTATION-017,SUCCESS,password,280
2026-03-20 08:11:26,pmartinez,10.0.3.57,WORKSTATION-005,FAILED,password,402
2026-03-05 11:00:00,jsmith,194.165.16.72,DC-01,FAILED,password,389
2026-02-08 09:44:10,jsmith,10.0.0.190,WORKSTATION-007,SUCCESS,password,323
2026-01-06 14:46:21,adavis,10.0.1.36,WORKSTATION-008,SUCCESS,password,354
2026-03-08 14:48:13,klee,10.0.5.167,WORKSTATION-018,SUCCESS,password,327
2026-02-10 11:33:48,adavis,10.0.1.179,FILESERVER-01,SUCCESS,password,219
2026-02-14 02:35:25,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-24 09:16:12,klee,10.0.2.208,WORKSTATION-009,SUCCESS,password,235
2026-01-22 03:54:20,svc_backup,98.49.183.217,WORKSTATION-018,SUCCESS,password,3389
2026-01-03 14:17:00,klee,10.0.0.195,SERVER-03,SUCCESS,password,105
2026-01-20 14:23:43,mwilson,10.0.2.63,WORKSTATION-019,SUCCESS,password,118
2026-01-14 10:46:27,rbrown,10.0.3.57,SERVER-02,SUCCESS,password,442
